ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID673862861,1 Hazel Gr,3,h,1663000.0,1/07/2017,1.0,2.0,956.0,59.0,-37.73103,144.93963
ID443847691,273 Glenlyon Rd,2,h,1222500.0,19/11/2016,1.0,2.0,487.0,79.0,-37.7737,144.9822
ID136105528,23 Gardner St,3,t,1012000.0,27/06/2016,2.0,1.0,80.0,59.0,-37.8155,145.0061
ID744713392,93 The Fairway,3,h,607500.0,28/08/2016,2.0,1.0,468.0,49.0,-37.7125,145.0306
ID862173075,4/43 St Vigeons Rd,1,u,365000.0,24/06/2017,1.0,1.0,113.0,69.0,-37.70717,145.02643
ID608566778,4 Ardene Ct,5,h,3950000.0,16/04/2016,2.0,3.0,1236.0,129.0,-37.8257,145.0321
ID343481600,4/30 Finlayson St,1,u,338000.0,8/07/2017,1.0,1.0,0.0,49.0,-37.87012,145.03545
ID772710779,3 Carthew Gr,4,h,1075000.0,13/05/2017,1.0,2.0,521.0,84.0,-37.7506,144.99
ID877572845,28 Ray St,4,h,583000.0,15/07/2017,1.0,2.0,757.0,49.0,-37.97369000000001,145.19714
ID552697301,52 Suffolk Rd,4,h,1750000.0,18/03/2017,2.0,3.0,817.0,44.0,-37.8312,145.0928
ID194208500,1/256 Mason St,2,t,640000.0,11/03/2017,1.0,1.0,252.0,54.0,-37.8397,144.8602
ID765087050,5 Ballarat Rd,2,h,640000.0,20/05/2017,1.0,2.0,206.0,79.0,-37.7887,144.8828
ID757280340,2/6 Kemp St,1,u,517500.0,3/12/2016,1.0,0.0,0.0,109.0,-37.762,144.996
ID788174830,5 Margaret St,3,h,981000.0,22/05/2016,1.0,2.0,601.0,69.0,-37.9361,145.0456
ID940882619,159 Ashburn Gr,3,h,1320000.0,28/08/2016,1.0,2.0,1063.0,79.0,-37.8752,145.0754
ID881644235,2/6 Spurling St,4,t,838000.0,29/04/2017,2.0,2.0,294.0,6.0,-37.7844,144.8758
ID635372448,14 Chalmers La,3,h,900000.0,3/12/2016,2.0,2.0,194.0,9.0,-37.8395,144.8787
ID950433969,25 Yuruga Bvd,4,h,801000.0,29/07/2017,2.0,2.0,628.0,8.0,-37.90622000000001,144.74946
ID827087236,24 Mater St,2,h,1025000.0,3/06/2017,2.0,1.0,108.0,14.0,-37.79531,144.9863
ID299509577,160 New St,2,h,1601000.0,17/09/2016,1.0,1.0,380.0,61.0,-37.9166,144.9926
ID898957799,11 Garnet St,3,h,1440000.0,29/04/2017,1.0,1.0,408.0,59.0,-37.7587,144.9529
ID806017103,25 High St,3,h,895000.0,29/04/2017,1.0,2.0,775.0,69.0,-37.7075,145.0807
ID925322038,17 Hampshire Rd,3,h,702000.0,10/09/2016,1.0,1.0,542.0,69.0,-37.7949,144.8303
ID669057931,1/62 Tudor St,3,h,810000.0,20/05/2017,1.0,1.0,294.0,69.0,-37.919000000000004,145.0803
ID733984775,41 McKinnon Rd,2,h,1200000.0,12/08/2017,1.0,2.0,397.0,79.0,-37.90978,145.02937
ID761266960,67/337 Station St,2,u,510000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.7634,145.02100000000004
ID287882606,73 The Avenue,3,h,1040000.0,3/09/2016,1.0,3.0,690.0,69.0,-37.8272,144.8789
ID234937413,52a Trevelyan St,2,u,930000.0,4/06/2016,1.0,1.0,295.0,109.0,-37.8904,145.013
ID533407633,5A Elizabeth St,3,t,1010000.0,27/05/2017,1.0,2.0,309.0,34.0,-37.980090000000004,145.06118
ID497103727,2/13 North St,2,u,510000.0,22/08/2016,1.0,1.0,141.0,44.0,-37.7202,144.8797
ID485333796,603/29 Nicholson St,2,u,615000.0,29/07/2017,1.0,1.0,0.0,11.0,-37.77887,144.97797
ID490698186,220/99 Dow St,2,u,625000.0,18/06/2016,2.0,1.0,2166.0,109.0,-37.8415,144.9412
ID192769932,140/73 River St,2,u,604000.0,22/05/2016,2.0,2.0,0.0,10.0,-37.8189,145.0131
ID786591841,25 Gray St,4,h,706000.0,4/06/2016,1.0,0.0,165.0,119.0,-37.819,144.895
ID590531260,1/10 Norma St,2,u,425500.0,15/10/2016,1.0,0.0,153.0,49.0,-37.7912,144.8439
ID625926165,3/24 Davison St,2,u,479000.0,4/03/2017,1.0,1.0,534.0,49.0,-37.8123,145.0081
ID873740271,29 Benjamin St,2,h,611000.0,17/09/2016,1.0,2.0,204.0,94.0,-37.7938,144.8321
ID749410548,3/18 Balmoral St,2,u,440000.0,6/05/2017,1.0,1.0,921.0,54.0,-37.749,144.9067
ID716391365,54 Cooper St,5,h,2335000.0,26/08/2017,2.0,6.0,1012.0,104.0,-37.74967,144.8977
ID841755393,4 Cronin Ct,5,h,1140000.0,1/07/2017,2.0,2.0,570.0,6.0,-37.96763,145.07898
ID368073988,6 Fitzgerald Rd,5,h,1607500.0,20/05/2017,3.0,1.0,695.0,119.0,-37.7577,144.9267
ID237209503,7 Milliara St,3,h,1640000.0,3/06/2017,1.0,2.0,911.0,49.0,-37.86906,145.14394
ID446674430,92 Speight St,2,h,970000.0,12/06/2016,1.0,3.0,491.0,119.0,-37.7633,145.0169
ID322380270,2 Northgate Dr,4,h,775000.0,22/07/2017,2.0,2.0,520.0,29.0,-38.064859999999996,145.35031
ID566990230,42 Matlock Rd,3,h,790000.0,29/07/2017,1.0,2.0,868.0,49.0,-37.859809999999996,145.25475
ID195328770,413/54 Nott St,2,u,516000.0,12/11/2016,1.0,1.0,0.0,15.0,-37.8407,144.9389
ID494776807,6/4 Belvedere Cl,3,h,780000.0,22/05/2016,3.0,2.0,173.0,19.0,-37.773,144.8947
ID658325688,18 Melrose St,2,h,1010000.0,19/11/2016,2.0,0.0,109.0,119.0,-37.795,144.942
ID744318533,14 Kinkora Rd,2,h,875000.0,29/07/2017,1.0,2.0,519.0,99.0,-37.73019,145.01712
ID940968384,1/2 Ellesmere Rd,3,u,835000.0,29/07/2017,2.0,2.0,347.0,19.0,-37.853770000000004,145.15511999999995
ID772228879,2/6 Nelson Ct,2,t,585000.0,11/02/2017,1.0,1.0,136.0,7.0,-37.7623,144.8613
ID480387049,254 Rathmines St,4,h,2000000.0,22/05/2016,3.0,2.0,575.0,4.0,-37.7671,145.0176
ID866244346,16 Muriel Ct,3,h,825000.0,1/07/2017,2.0,5.0,537.0,59.0,-37.70047,145.02881000000005
ID644419362,2/237 Rosanna Rd,3,u,601000.0,28/05/2016,2.0,1.0,217.0,13.0,-37.7388,145.0742
ID195922676,39 Ferguson St,3,h,1100000.0,25/02/2017,1.0,1.0,420.0,20.0,-37.9108,145.0121
ID900253833,31 Stanley Gr,3,h,1530000.0,24/06/2017,1.0,2.0,785.0,59.0,-37.81321,145.14635
ID525485776,4/29 Champion Rd,2,u,400000.0,8/10/2016,1.0,1.0,0.0,49.0,-37.8564,144.8864
ID315228441,14 Knight St,3,h,1195000.0,19/11/2016,2.0,2.0,496.0,94.0,-37.7559,144.8991
ID370891576,8/96 Spensley St,2,u,556000.0,27/05/2017,1.0,0.0,0.0,51.0,-37.78745,145.00061000000005
ID524050364,17 Rhodes Pde,4,h,930000.0,8/10/2016,1.0,3.0,746.0,59.0,-37.7161,144.931
ID669917215,44 Manning Rd,5,h,2500000.0,14/05/2016,3.0,2.0,488.0,89.0,-37.8733,145.0507
ID277535291,1/60 Moonya Rd,3,u,820000.0,3/09/2016,1.0,2.0,0.0,30.0,-37.897,145.0623
ID796257968,502/49 Plenty Rd,2,u,413000.0,6/05/2017,1.0,1.0,0.0,10.0,-37.7499,145.0031
ID957344631,17/47 Mary St,3,h,1190000.0,17/06/2017,2.0,1.0,105.0,22.0,-37.821459999999995,145.00203
ID690823878,11 Beena Av,3,h,1530000.0,8/07/2017,1.0,1.0,684.0,59.0,-37.8891,145.06337
ID182140188,11 Ridgeway Pde,3,h,660000.0,18/03/2017,1.0,4.0,700.0,52.0,-37.7845,144.8131
ID256207115,19/337 Station St,3,t,900000.0,3/09/2017,2.0,2.0,120.0,19.0,-37.76343,145.02096
ID138899777,11 Childers Rd,2,h,1475000.0,27/11/2016,1.0,1.0,232.0,18.0,-37.8686,145.03799999999995
ID813790843,46 Dunne St,3,h,980000.0,8/10/2016,1.0,1.0,907.0,59.0,-37.7143,145.039
ID604753521,201 Hope St,2,h,711000.0,16/04/2016,1.0,1.0,177.0,109.0,-37.7619,144.9412
ID321570538,8 Nyah St,3,h,915000.0,11/03/2017,1.0,2.0,610.0,27.0,-37.7359,144.868
ID584028964,8 Cabernet Cr,5,h,940000.0,26/08/2017,3.0,2.0,593.0,94.0,-37.68878,145.05795
ID336381037,2 Hazel Gr,2,h,915000.0,10/12/2016,1.0,3.0,629.0,44.0,-37.7312,144.9399
ID663043398,193 Edwardes St,3,h,915000.0,8/10/2016,3.0,2.0,618.0,59.0,-37.7154,144.9962
ID665231727,1/10 Reno Rd,4,h,1235000.0,29/07/2017,2.0,2.0,404.0,94.0,-37.95882,145.02138
ID228778813,16 Burton St,4,h,2050000.0,27/05/2017,3.0,2.0,526.0,13.0,-37.80365,145.09048
ID823229947,10 Altona St,2,h,905000.0,8/10/2016,2.0,1.0,138.0,20.0,-37.799,144.9276
ID611693917,94 Mason St,2,h,801000.0,18/06/2016,1.0,1.0,343.0,99.0,-37.8414,144.8752
ID979595375,89 Cruikshank St,3,h,1470000.0,4/06/2016,1.0,0.0,153.0,139.0,-37.8382,144.9469
ID806824750,1 Chatsworth Rd,2,h,1090000.0,10/09/2016,1.0,1.0,158.0,49.0,-37.8531,145.0063
ID491785192,60 Wonganella Dr,3,h,680000.0,27/06/2016,1.0,2.0,558.0,39.0,-37.7305,144.8646
ID411443131,18 Brennan St,3,h,460000.0,19/08/2017,1.0,1.0,602.0,39.0,-37.704840000000004,144.57261
ID780147154,29 Fairmount Rd,3,h,3600000.0,23/09/2017,2.0,2.0,848.0,90.0,-37.83543,145.04606
ID756982940,286 Barkly St,1,h,1200000.0,22/04/2017,1.0,0.0,225.0,7.0,-37.7761,144.9593
ID390920669,2/8 Thomas St,2,h,880000.0,10/12/2016,1.0,2.0,163.0,39.0,-37.8359,144.9358
ID623899099,33 North St,3,h,720000.0,25/02/2017,1.0,1.0,585.0,44.0,-37.72,144.878
ID173354488,42 Parry Rd,3,h,967500.0,24/06/2017,1.0,2.0,768.0,34.0,-37.69031,145.14557
ID788643011,4/18 Shaftesbury St,1,u,280000.0,27/05/2017,1.0,1.0,28.0,49.0,-37.75209,144.92255
ID480346556,15 Down St,3,h,780000.0,17/09/2016,1.0,2.0,464.0,99.0,-37.7245,145.004
ID836690948,18 Russell St,4,h,2600000.0,7/05/2016,2.0,2.0,600.0,122.0,-37.8237,145.0638
ID279125795,13 Seggan Cir,3,h,500000.0,4/03/2017,2.0,1.0,140.0,14.0,-37.7071,144.8959
ID243145012,40 Ironbark Dr,8,h,1150000.0,4/06/2016,4.0,3.0,668.0,54.0,-37.7733,145.1198
ID982886909,147A Male St,2,t,1037000.0,25/02/2017,1.0,2.0,125.0,10.0,-37.9078,145.0051
ID612237504,50 Killara St,3,h,690000.0,18/03/2017,1.0,0.0,540.0,52.0,-37.789,144.8195
ID558493204,15 Edinburgh Rd,5,h,900000.0,8/07/2017,2.0,2.0,942.0,12.0,-37.857209999999995,145.26305
ID584150180,83 Challis St,5,h,1220000.0,10/09/2016,3.0,2.0,681.0,99.0,-37.8426,144.8731
ID262270988,22 Glass St,3,h,1301000.0,3/06/2017,1.0,1.0,163.0,29.0,-37.82434,145.00489
ID418170871,22 Alfred St,3,h,1080000.0,18/03/2017,1.0,0.0,234.0,119.0,-37.8051,144.8858
ID929557136,17 Stephens St,4,h,3360000.0,16/04/2016,3.0,1.0,904.0,16.0,-37.797,145.086
ID897071876,5/61 Ormond Rd,2,u,572500.0,28/08/2016,2.0,1.0,1307.0,59.0,-37.8838,144.9853
ID207850846,8 Turin Pl,4,h,640000.0,1/07/2017,2.0,1.0,729.0,32.0,-37.70115,144.80143999999999
ID547865870,9 Nicholson St,2,h,1405000.0,22/04/2017,1.0,0.0,219.0,139.0,-37.8424,144.9867
ID872012979,804/2 Claremont St,2,u,460000.0,22/07/2017,2.0,0.0,0.0,5.0,-37.83863,144.99379
ID739247052,31a Douglas St,3,u,1045000.0,4/03/2017,2.0,2.0,467.0,69.0,-37.8639,145.0968
ID554470101,403/64 Wellington St,2,u,460000.0,1/07/2017,1.0,1.0,0.0,26.0,-37.85709,144.9873
ID361959318,19 Alston St,3,h,1250000.0,24/06/2017,1.0,2.0,695.0,59.0,-37.75506,145.01841000000005
ID898026171,3/191 Balwyn Rd,3,t,1238000.0,27/11/2016,2.0,2.0,186.0,9.0,-37.8028,145.0828
ID168446598,1/21 Jones St,2,h,542000.0,22/05/2016,1.0,1.0,0.0,129.0,-37.7618,144.9662
ID562199314,66 Union Rd,4,h,2290000.0,12/08/2017,2.0,2.0,910.0,3.0,-37.82933,145.09642
ID874537534,7 Wirilda Cr,3,h,570000.0,29/07/2017,1.0,4.0,632.0,59.0,-38.11984,145.16208999999995
ID654150207,3 Donald St,3,h,816000.0,15/10/2016,1.0,1.0,511.0,61.0,-37.7906,144.8387
ID777135424,57 Wonganella Dr,3,h,757000.0,7/11/2016,2.0,1.0,532.0,59.0,-37.7295,144.8644
ID228948413,25 Cobden St,3,h,1200000.0,13/08/2016,2.0,0.0,113.0,109.0,-37.8346,144.9688
ID409916063,8 Skipton Rd,3,h,1350000.0,12/11/2016,1.0,2.0,698.0,49.0,-37.8982,145.0806
ID926167580,3/56 Beach Rd,2,u,738000.0,26/07/2016,1.0,2.0,3414.0,12.0,-37.9395,145.0001
ID425435505,28 Kintore St,4,h,5020000.0,20/05/2017,4.0,3.0,892.0,129.0,-37.823,145.0621
ID645600931,16 Cooper Av,4,h,1292000.0,19/08/2017,2.0,2.0,768.0,49.0,-37.89965,145.17135
ID422922119,48 Crevelli St,3,h,526250.0,8/07/2017,1.0,1.0,308.0,79.0,-37.72828,145.03033
ID873737507,23 Henry St,3,h,1200000.0,22/08/2016,1.0,1.0,374.0,7.0,-37.8057,144.8882
ID708131373,108 Mason St,4,t,820000.0,27/06/2016,2.0,2.0,753.0,13.0,-37.8413,144.8741
ID673861873,1/1 Gregory St,3,u,647000.0,3/12/2016,1.0,2.0,250.0,119.0,-37.7232,144.9148
ID825572271,478 Waterdale Rd,8,h,770000.0,19/11/2016,4.0,4.0,638.0,59.0,-37.7426,145.048
ID962809512,2/6 Murra Ct,2,u,700000.0,22/08/2016,1.0,2.0,192.0,12.0,-37.8709,145.102
ID461012468,3 Walkers Rd,4,h,845000.0,3/06/2017,2.0,2.0,633.0,89.0,-38.0781,145.12429
ID513119574,3/593 High Street Rd,2,u,572000.0,3/06/2017,1.0,1.0,173.0,49.0,-37.87142,145.14503
ID764360921,56 Tennyson St,3,h,1050000.0,4/06/2016,1.0,1.0,274.0,119.0,-37.7984,144.929
ID865445884,36 Southern Rd,4,h,758500.0,10/09/2016,2.0,3.0,510.0,6.0,-37.7427,145.0547
ID757539108,111/112 Pier St,2,u,440000.0,11/02/2017,1.0,1.0,0.0,54.0,-37.8659,144.83100000000005
ID224832408,6 Virtue Wy,4,h,595000.0,22/07/2017,2.0,2.0,420.0,4.0,-37.59386,144.90008999999995
ID496418540,6/305 Albion St,1,u,279500.0,15/10/2016,1.0,1.0,0.0,49.0,-37.7597,144.9548
ID943708012,32 Hooker Rd,3,h,515000.0,23/09/2017,2.0,1.0,517.0,34.0,-37.89423,144.64131
ID758944440,18 Yorkshire St,3,h,1530000.0,24/06/2017,1.0,2.0,187.0,119.0,-37.83199000000001,144.99909
ID676532635,55 Milroy St,5,h,1900000.0,29/04/2017,3.0,2.0,583.0,10.0,-37.9057,145.0101
ID640076271,5/57 Blyth St,3,u,730000.0,28/05/2016,2.0,1.0,70.0,5.0,-37.868,144.8285
ID953350519,282 Glenlyon Rd,3,h,1141000.0,16/04/2016,1.0,1.0,378.0,129.0,-37.7739,144.9819
ID548414296,6 Manyung Ct,3,h,770000.0,9/09/2017,1.0,1.0,591.0,56.0,-38.09864,145.13128999999995
ID483182800,17 Myrtle St,2,h,1435000.0,10/09/2016,1.0,2.0,239.0,119.0,-37.7918,144.997
ID821846635,54 Railway Pde,3,h,900000.0,10/12/2016,1.0,1.0,570.0,69.0,-37.7273,144.9274
ID491456326,10 Sunninghill Ct,4,h,990000.0,27/05/2017,2.0,2.0,708.0,59.0,-37.80601,145.20106
ID992897246,5/72 Dover Rd,2,u,450000.0,14/05/2016,1.0,2.0,0.0,24.0,-37.8536,144.899
ID944080109,4/26 Acheron Av,2,u,495000.0,22/07/2017,1.0,1.0,134.0,6.0,-37.7216,145.0178
ID958940987,7 Botanic Dr,4,h,1810000.0,28/05/2016,2.0,4.0,769.0,49.0,-37.7781,145.1337
ID645951844,18 Middle Rd,5,h,2700000.0,17/09/2016,3.0,2.0,802.0,25.0,-37.8442,145.0578
ID362324261,11 Wheatley Rd,4,h,1860000.0,12/11/2016,2.0,3.0,855.0,89.0,-37.9163,145.0324
ID458770191,28 Papua St,2,h,701000.0,28/05/2016,1.0,2.0,762.0,49.0,-37.7112,145.0861
ID596693802,49 Grove Rd,4,h,3335000.0,3/06/2017,2.0,2.0,371.0,129.0,-37.81474,145.02608999999995
ID849625974,10 Cliff St,1,h,772000.0,28/08/2016,1.0,1.0,147.0,129.0,-37.7643,144.9584
ID164243396,1 Rocke St,4,h,1300000.0,7/11/2016,1.0,1.0,586.0,74.0,-37.7726,145.0396
ID739799747,10 Crown St,3,h,870000.0,8/10/2016,2.0,0.0,167.0,49.0,-37.7869,144.9228
ID727502922,2 Amaroo Ct,4,h,1088000.0,1/07/2017,1.0,1.0,536.0,14.0,-37.8534,145.14218
ID516647813,6/137 Hickford St,3,t,530000.0,8/10/2016,2.0,1.0,229.0,11.0,-37.7036,145.0145
ID492361755,1/19 Cameron Rd,2,u,691000.0,25/02/2017,1.0,1.0,201.0,24.0,-37.7454,144.928
ID437586267,15/496 Dandenong Rd,2,u,450000.0,18/03/2017,1.0,1.0,1092.0,5.0,-37.8647,145.0232
ID757670073,19 Newry St,3,h,1320000.0,28/05/2016,1.0,0.0,365.0,5.0,-37.8554,145.0001
ID982897552,85 Nepean Hwy,3,h,1300000.0,16/09/2017,2.0,2.0,673.0,69.0,-38.02094,145.09736999999996
ID998105016,20 Kooyong Rd,3,t,1715000.0,16/09/2017,3.0,1.0,1889.0,99.0,-37.861090000000004,145.01994
ID711393190,32 Lobb St,3,t,820000.0,25/02/2017,2.0,2.0,4668.0,8.0,-37.7687,144.9649
ID406304256,504/26 Shuter St,3,u,670000.0,3/09/2016,2.0,2.0,0.0,19.0,-37.7672,144.9209
ID243328564,49/2 Exhibition St,1,u,659000.0,10/09/2016,1.0,1.0,0.0,13.0,-37.8157,144.9727
ID956983812,25 Bolinda Rd,4,h,1905000.0,3/12/2016,2.0,2.0,647.0,64.0,-37.7917,145.0868
ID776083809,205/15 Pickles St,2,u,600000.0,29/04/2017,1.0,1.0,0.0,14.0,-37.8443,144.9442
ID156066802,9 Middleton St,3,h,834500.0,9/09/2017,1.0,4.0,685.0,74.0,-37.78481,144.8623
ID932460817,5 Tarnook Ct,4,h,854000.0,15/07/2017,2.0,2.0,676.0,44.0,-37.97936,145.13302
ID515447788,1/68 Edgar St,2,h,677200.0,3/12/2016,2.0,1.0,180.0,8.0,-37.8115,144.8763
ID714040243,2/2 Dundas St,2,u,450000.0,18/03/2017,1.0,1.0,0.0,49.0,-37.7526,145.0023
ID526012702,2/9 Grace St,3,t,800000.0,17/06/2017,2.0,1.0,161.0,7.0,-37.735659999999996,144.89368000000005
ID764705812,150 Page St,3,h,1750000.0,27/05/2017,2.0,0.0,138.0,134.0,-37.84962,144.95856
ID562225551,16 Wurruk St,3,h,650000.0,24/06/2017,1.0,4.0,616.0,59.0,-37.71245,144.97059
ID367985455,19/877 Punt Rd,1,u,360000.0,12/11/2016,1.0,1.0,0.0,49.0,-37.8339,144.9872
ID729649999,721 Ballarat Rd,3,h,730000.0,19/08/2017,2.0,2.0,739.0,49.0,-37.77245,144.8001
ID640863677,21 Woorite Pl,3,h,900000.0,12/11/2016,1.0,1.0,713.0,49.0,-37.7301,144.8671
ID252882656,73 Pecham St,3,h,963500.0,27/05/2017,2.0,6.0,697.0,59.0,-37.69647,144.9113
ID917954022,11 Leura Ct,3,h,627000.0,22/07/2017,1.0,2.0,573.0,59.0,-37.69148,144.89873
ID776083809,205/15 Pickles St,2,u,600000.0,29/04/2017,1.0,1.0,0.0,14.0,-37.8443,144.9442
ID860300507,2 Michael Ct,3,t,840000.0,15/10/2016,2.0,2.0,374.0,29.0,-37.7445,144.8834
ID919432006,4 Gordon St,3,h,1340000.0,10/09/2016,2.0,1.0,526.0,109.0,-37.9279,145.031
ID541406485,201/63 Acland St,1,u,430000.0,12/11/2016,1.0,1.0,1409.0,19.0,-37.8661,144.9772
ID568234943,13 Mutton Rd,3,h,540000.0,7/11/2016,1.0,1.0,614.0,59.0,-37.7141,144.9677
ID949469039,2 Addison St,3,h,1370000.0,16/04/2016,1.0,2.0,427.0,10.0,-37.7702,144.9266
ID115967679,18 Benjamin St,3,h,860000.0,15/07/2017,1.0,3.0,446.0,109.0,-37.79354,144.8328
ID199586073,2/21 Elphin Gr,2,u,657500.0,19/11/2016,1.0,1.0,728.0,54.0,-37.8177,145.0424
ID717317021,2/26 Grandview Rd,3,u,773000.0,26/07/2016,1.0,1.0,275.0,69.0,-37.7383,144.8898
ID294811672,25 Agnew St,4,h,1650000.0,22/05/2016,2.0,4.0,506.0,22.0,-37.9111,145.0108
ID173413975,7 Colclough Ct,5,h,960000.0,27/06/2016,3.0,2.0,387.0,19.0,-37.7225,144.9055
ID146523253,36 Primrose St,3,h,1065000.0,10/12/2016,1.0,1.0,395.0,109.0,-37.7593,144.9276
ID260185717,11 Milfay Ct,3,h,1651000.0,27/11/2016,1.0,2.0,657.0,59.0,-37.7895,145.0985
ID583944644,111/101 Grattan St,2,u,610250.0,7/05/2016,1.0,1.0,0.0,25.0,-37.8009,144.9662
ID632834834,20 Stewart St,3,h,1650000.0,27/11/2016,1.0,1.0,354.0,119.0,-37.8225,145.0551
ID594742514,73 Nurlendi Rd,4,h,1263500.0,26/08/2017,2.0,2.0,791.0,49.0,-37.84467,145.19276000000005
ID730796434,12 Pendle St,4,h,1506000.0,17/09/2016,2.0,3.0,669.0,39.0,-37.81800000000001,145.1354
ID370367000,20 Westminster Dr,3,h,892500.0,22/05/2016,1.0,1.0,586.0,54.0,-37.7642,144.8603
ID156851467,13 Haddon Ct,8,h,741000.0,23/09/2017,3.0,1.0,1063.0,39.0,-37.65826,144.92538000000005
ID711415120,17 Marigolds Rd,3,h,800000.0,27/11/2016,2.0,2.0,660.0,25.0,-37.7285,145.0845
ID571914670,45 Stanley St,2,h,1220000.0,12/08/2017,1.0,2.0,829.0,59.0,-37.71259000000001,144.91218999999995
ID606633633,6 Younger St,4,h,931000.0,28/05/2016,1.0,1.0,412.0,99.0,-37.7432,144.9768
ID502640530,13 Norville St,3,h,1165000.0,12/11/2016,1.0,1.0,732.0,10.0,-37.9334,145.0667
ID883845320,7/7 Allard St,2,u,385000.0,18/03/2017,1.0,1.0,0.0,49.0,-37.7688,144.9421
ID694886560,51 Alston St,3,h,887000.0,12/11/2016,2.0,2.0,540.0,84.0,-37.7554,145.0211
ID301890723,23 Moore St,2,h,800000.0,27/06/2016,1.0,2.0,260.0,79.0,-37.7969,144.9042
ID530063758,5/23 Daisy St,2,u,411000.0,12/11/2016,1.0,1.0,0.0,69.0,-37.7547,144.9107
ID649713912,4/140 Darebin Rd,3,u,810000.0,17/09/2016,1.0,2.0,150.0,19.0,-37.7648,145.0098
ID820465163,67 McEwan Rd,3,h,1010000.0,27/05/2017,1.0,2.0,648.0,6.0,-37.73658,145.05341
ID434490475,2 Kelvin Cl,4,h,1080000.0,17/09/2016,3.0,2.0,539.0,43.0,-37.7444,144.8847
ID425131692,57 Charles St,2,h,850000.0,1/07/2017,1.0,1.0,152.0,109.0,-37.80697,144.8928
ID281315511,13/27 Patterson Rd,2,u,650000.0,10/12/2016,1.0,1.0,116.0,59.0,-37.9245,145.0336
ID489304331,191 Scotchmer St,3,h,1300000.0,26/07/2016,1.0,1.0,203.0,129.0,-37.7834,144.9862
ID740714189,16 Cool St,2,h,840000.0,24/09/2016,1.0,1.0,714.0,5.0,-37.726,144.9858
ID589519760,31 Hooker Rd,3,h,412700.0,19/08/2017,1.0,1.0,299.0,14.0,-37.89513,144.64056000000005
ID613518864,1 Carina Dr,5,h,460000.0,3/09/2017,2.0,2.0,590.0,27.0,-37.68217,144.56926
ID553854033,2 Buckingham St,3,h,747000.0,16/07/2016,1.0,1.0,246.0,79.0,-37.8012,144.8924
ID205652633,25 Robinson St,4,h,2150000.0,19/11/2016,3.0,2.0,614.0,49.0,-37.9186,145.0175
ID354779762,5 Cooloongatta Rd,3,h,1800000.0,16/04/2016,2.0,0.0,584.0,99.0,-37.8349,145.0758
ID162082661,109 Simpson St,3,h,1875000.0,17/06/2017,1.0,0.0,118.0,129.0,-37.81351,144.98803999999996
ID582194645,229 Rathmines St,2,h,1220000.0,7/05/2016,1.0,2.0,537.0,69.0,-37.7689,145.0177
ID968202785,17 Roberts St,2,h,1220000.0,29/07/2017,1.0,1.0,459.0,11.0,-37.76695,144.98203999999996
ID667472744,26 Kirkwood Av,5,h,3350000.0,12/08/2017,4.0,4.0,700.0,44.0,-37.95762,145.01418
ID636072571,7/35 Grieve Pde,2,u,458000.0,9/09/2017,1.0,1.0,63.0,44.0,-37.86933,144.81704
ID397718929,76 Kidman St,3,h,670000.0,27/06/2016,1.0,1.0,463.0,69.0,-37.8137,144.8636
ID870187505,120 Templestowe Rd,3,h,742500.0,3/12/2016,1.0,2.0,313.0,39.0,-37.7556,145.0946
ID222095454,44 Byron St,2,h,990000.0,15/10/2016,2.0,1.0,584.0,11.0,-37.8016,144.9508
ID357024553,43 Woodside St,2,h,1802500.0,8/04/2017,2.0,1.0,182.0,139.0,-37.7843,144.9902
ID894436415,5 Unsworth Rd,4,h,1283000.0,16/09/2017,2.0,2.0,1019.0,69.0,-37.8004,145.23256999999995
ID919702093,54 McConnell St,4,h,1415000.0,17/06/2017,2.0,0.0,199.0,37.0,-37.7916,144.92855
ID427541038,22 McPherson St,4,h,1310000.0,16/04/2016,3.0,2.0,475.0,129.0,-37.7609,144.9285
ID872977704,34 Warralong Av,3,h,700000.0,3/09/2017,1.0,2.0,676.0,14.0,-37.71825,145.09488000000005
ID587379863,217 Huntingdale Rd,4,h,1126000.0,8/04/2017,1.0,1.0,656.0,69.0,-37.8696,145.1111
ID346983115,2/79 Barkly St,2,u,700000.0,28/05/2016,1.0,1.0,0.0,24.0,-37.8626,144.9818
ID325820023,95 Bank St,2,h,1151000.0,23/09/2017,1.0,0.0,128.0,129.0,-37.832809999999995,144.96633
ID434775059,2115/18 Mt Alexander Rd,2,u,341500.0,15/07/2017,1.0,1.0,16000.0,7.0,-37.784659999999995,144.93829
ID821479682,64 Adeney Av,5,h,2660000.0,12/08/2017,2.0,2.0,696.0,79.0,-37.803470000000004,145.0489
ID325593977,4/23 Carmen St,3,h,740000.0,15/07/2017,1.0,2.0,204.0,29.0,-37.84234,144.86622
ID759851279,30 Davidson St,5,h,925000.0,24/09/2016,3.0,4.0,922.0,5.0,-37.6961,144.9865
ID328200509,16 Cain Ct,3,h,1005000.0,22/07/2017,1.0,2.0,636.0,34.0,-37.863170000000004,144.83927
ID695466875,33 Walker St,4,h,1400000.0,28/08/2016,2.0,2.0,595.0,119.0,-37.7641,144.9265
ID757670073,19 Newry St,3,h,1320000.0,28/05/2016,1.0,0.0,365.0,5.0,-37.8554,145.0001
