ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID882250288,2/65 Parkhill Rd,KEW,1375000.0,t,17/06/2017,3,3.0,3.0,325.0,79.0,-37.80506,145.05223999999995,19903,2010.35,17.904761904761905,0,288.0,712.0,75.66666666666667
ID177193591,77 Spenser St,ST KILDA,1900000.0,h,10/12/2016,3,2.0,2.0,289.0,40.0,-37.8726,144.9782,19956,1389.41,17.5,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID775515671,1/43 Cameron St,AIRPORT WEST,752000.0,u,11/02/2017,3,1.0,1.0,265.0,26.0,-37.7302,144.8855,20033,3452.14,34.0,0,1214.6666666666667,5603.666666666667,375.3333333333333
ID610982919,92A Southern Rd,HEIDELBERG HEIGHTS,510000.0,h,25/02/2017,2,1.0,2.0,244.0,7.0,-37.7421,145.0491,19936,1502.49,31.75,0,1173.6666666666667,8523.666666666666,974.6666666666666
ID952322245,12 Longfield St,RICHMOND,1540000.0,h,25/02/2017,3,1.0,1.0,0.0,119.0,-37.8214,145.0119,19906,784.98,11.904761904761905,1,885.0,1901.0,227.66666666666666
ID292029163,364 Station St,CHELSEA,750000.0,h,29/07/2017,3,1.0,2.0,463.0,8.0,-38.05635,145.11836,19860,529.74,56.15384615384615,0,5.0,73.0,1.0
ID184975727,3/19 Chandos St,COBURG,515000.0,u,27/06/2016,2,1.0,2.0,0.0,49.0,-37.7474,144.9608,19965,605.38,32.0,0,1460.3333333333333,7810.666666666667,676.6666666666666
ID130244458,2/1 Lillimur Rd,ORMOND,960000.0,u,13/05/2017,3,2.0,2.0,199.0,24.0,-37.9034,145.0409,19941,114.93,32.15384615384615,0,298.0,735.0,154.0
ID252696593,13/37 Greville St,PRAHRAN,342000.0,u,3/09/2016,1,1.0,1.0,0.0,59.0,-37.8486,144.9872,19958,255.18,13.5,0,923.3333333333334,7218.333333333333,438.0
ID117276266,31 Tuxen St,BALWYN NORTH,2900000.0,h,18/06/2016,3,2.0,2.0,917.0,6.0,-37.7968,145.0873,19896,2985.73,28.76923076923077,0,1242.3333333333333,6182.333333333333,410.0
ID819018289,39 Barry St,NORTHCOTE,1710000.0,h,4/06/2016,3,1.0,1.0,247.0,129.0,-37.7798,144.9952,20017,292.73,19.3,0,184.0,440.6666666666667,48.666666666666664
ID305402476,27 Davey St,SUNSHINE WEST,687000.0,h,12/11/2016,3,1.0,1.0,695.0,69.0,-37.7853,144.8114,20020,847.75,21.333333333333332,0,3304.6666666666665,7186.666666666667,857.0
ID303620238,56 Asling St,BRIGHTON,1990000.0,t,22/04/2017,3,2.0,2.0,0.0,84.0,-37.901,145.0026,19952,432.71,24.5,0,2897.3333333333335,11243.0,942.0
ID406593707,7 Prospect Gr,NORTHCOTE,2100000.0,h,12/11/2016,4,1.0,2.0,0.0,6.0,-37.7736,145.0004,20016,613.2,21.3,0,184.0,440.6666666666667,48.666666666666664
ID766187642,2/8 Evelina St,BALWYN,1400000.0,t,12/11/2016,4,3.0,2.0,241.0,10.0,-37.8042,145.1042,19896,1699.01,28.76923076923077,0,1242.3333333333333,6182.333333333333,410.0
ID711167132,132 Wonga Rd,RINGWOOD,1085000.0,h,24/06/2017,3,2.0,2.0,921.0,39.0,-37.78649,145.24836000000005,19879,2840.71,41.642857142857146,0,394.3333333333333,1153.6666666666667,165.33333333333334
ID778504623,68 Osborne St,WILLIAMSTOWN,1710000.0,h,27/11/2016,3,2.0,1.0,260.0,3.0,-37.8671,144.9001,19991,464.73,23.857142857142858,0,1388.3333333333333,5449.666666666667,526.6666666666666
ID548655646,59b Fromer St,BENTLEIGH,1275000.0,t,17/09/2016,3,2.0,2.0,309.0,99.0,-37.9287,145.0461,19938,1013.62,36.84615384615385,0,1242.3333333333333,6182.333333333333,410.0
ID444424362,15 Grandview Rd,CHADSTONE,1460000.0,h,27/11/2016,3,1.0,1.0,705.0,18.0,-37.8746,145.1071,19847,2510.87,31.666666666666668,0,2103.0,8525.0,661.3333333333334
ID648318046,7 Francis St,ASCOT VALE,1380000.0,h,4/03/2017,3,2.0,2.0,277.0,109.0,-37.7777,144.9221,20039,267.61,20.0,0,2494.6666666666665,11307.0,1410.0
ID358598791,344 High St,WINDSOR,2302000.0,h,4/03/2017,3,1.0,4.0,440.0,124.0,-37.8528,144.9994,19957,741.72,15.5,0,1064.6666666666667,4200.666666666667,432.6666666666667
ID346254688,36 The Crescent,KENSINGTON,975000.0,h,15/10/2016,4,3.0,1.0,0.0,104.0,-37.7941,144.91899999999995,20026,830.22,6.4,0,369.3333333333333,971.0,95.33333333333333
ID693708765,5 Luckins Rd,BENTLEIGH,1165000.0,h,18/06/2016,3,1.0,2.0,694.0,69.0,-37.9315,145.0445,19937,751.86,38.266666666666666,0,1242.3333333333333,6182.333333333333,410.0
ID615757089,8 Wildberry Cl,CROYDON HILLS,905000.0,h,27/05/2017,4,2.0,2.0,731.0,34.0,-37.78021,145.26367,19878,2256.27,45.76923076923077,0,294.6666666666667,840.6666666666666,110.66666666666667
ID805269820,2 Tasman Ct,CARRUM DOWNS,615000.0,h,26/08/2017,3,2.0,2.0,804.0,26.0,-38.09187,145.19463000000005,19857,5971.92,63.81818181818182,0,990.0,3070.0,411.0
ID788882656,6/524 Moreland Rd,BRUNSWICK WEST,400000.0,u,10/12/2016,2,1.0,1.0,73.0,59.0,-37.7528,144.9368,20035,1322.0,29.0,1,1263.6666666666667,7774.0,843.0
ID324067814,106/37 Palmerston St,CARLTON,620000.0,u,1/07/2017,2,2.0,1.0,0.0,6.0,-37.7969,144.9742,19843,1579.66,6.100558659217877,0,101.33333333333333,253.66666666666666,33.0
ID476875685,94 Davies St,BRUNSWICK,1385000.0,h,13/05/2017,4,2.0,4.0,650.0,69.0,-37.7575,144.9716,19966,923.62,30.0,0,941.3333333333334,5813.0,575.6666666666666
ID945773098,5/14 Athelstane Gr,IVANHOE,500000.0,u,19/11/2016,2,1.0,1.0,71.0,59.0,-37.7634,145.0406,19933,744.78,26.058823529411764,0,771.3333333333334,1545.3333333333333,210.33333333333334
ID205944781,20A Apsley St,GLENROY,820000.0,h,29/07/2017,3,1.0,4.0,650.0,69.0,-37.70768,144.92586,20032,837.5,36.0,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID722840876,5 Konrad St,BENTLEIGH EAST,1040000.0,h,27/11/2016,3,1.0,2.0,625.0,23.0,-37.927,145.0645,19938,2557.36,36.84615384615385,0,1242.3333333333333,6182.333333333333,410.0
ID993601202,45/151 Fitzroy St,ST KILDA,600000.0,u,29/07/2017,2,1.0,1.0,0.0,89.0,-37.85911,144.97899999999996,19957,1195.12,15.5,1,1412.0,6364.0,699.3333333333334
ID192049726,124 Westgarth St,FITZROY,1481000.0,h,13/08/2016,3,2.0,1.0,138.0,119.0,-37.795,144.9806,19975,1303.34,13.235294117647058,0,444.3333333333333,2256.0,119.66666666666667
ID978985696,241 Buckley St,ABERFELDIE,1380000.0,h,12/08/2017,4,2.0,2.0,766.0,139.0,-37.75595,144.90551000000005,20037,940.63,24.0,0,817.6666666666666,1779.6666666666667,181.0
ID911857628,1/150 Peel St,NORTH MELBOURNE,541000.0,u,15/07/2017,2,1.0,1.0,0.0,15.0,-37.8044,144.95657,19842,812.89,4.7444444444444445,0,84.33333333333333,293.3333333333333,23.0
ID894511074,25 Myrniong Gr,HAWTHORN EAST,3750000.0,h,6/05/2017,5,3.0,4.0,858.0,59.0,-37.8395,145.0534,19853,1513.1,19.15625,0,1253.6666666666667,7401.333333333333,484.6666666666667
ID801689015,11 Young St,GLEN IRIS,1910000.0,h,12/08/2017,3,2.0,1.0,348.0,59.0,-37.86014,145.04221,19944,1323.46,20.8,0,2047.6666666666667,9171.0,742.3333333333334
ID241224254,54b Napier St,SOUTH MELBOURNE,612000.0,u,14/05/2016,2,1.0,1.0,0.0,109.0,-37.8346,144.9673,19854,1814.14,3.1806451612903226,0,1568.6666666666667,4937.333333333333,608.0
ID246345423,60 Arden St,NORTH MELBOURNE,1475000.0,h,12/08/2017,4,2.0,1.0,137.0,3.0,-37.80072,144.9496,19973,945.23,6.25,0,84.33333333333333,293.3333333333333,23.0
ID387713441,47 Pasco St,WILLIAMSTOWN,1920000.0,h,15/07/2017,4,2.0,0.0,388.0,119.0,-37.86159,144.89926,19992,497.08,21.857142857142858,0,1064.6666666666667,4200.666666666667,432.6666666666667
ID936101822,57 Warmington Rd,SUNSHINE WEST,500000.0,h,27/11/2016,3,1.0,2.0,627.0,49.0,-37.8023,144.8227,20021,1774.54,24.555555555555557,0,3304.6666666666665,7186.666666666667,857.0
ID213903470,2 Jenkins Cl,RINGWOOD NORTH,850000.0,h,29/07/2017,5,3.0,2.0,651.0,69.0,-37.79682,145.21731,19902,2357.13,38.41379310344828,0,119.33333333333333,452.3333333333333,22.0
ID231617510,93 Burke Rd,FERNTREE GULLY,770000.0,h,19/08/2017,3,1.0,0.0,720.0,99.0,-37.87356,145.27515,19869,1669.67,48.18181818181818,0,56.333333333333336,98.33333333333333,19.0
ID499792537,6 Sedge Ct,RESERVOIR,1005000.0,h,20/05/2017,4,2.0,5.0,768.0,39.0,-37.6947,144.9851,20008,2359.27,38.22222222222222,0,885.0,1901.0,227.66666666666666
ID339027653,1/119 Melrose Dr,TULLAMARINE,586000.0,h,8/07/2017,4,1.0,3.0,0.0,44.0,-37.70695,144.88513999999995,20032,2838.06,36.0,0,256.0,511.3333333333333,54.666666666666664
ID154733490,9 Bishop Pl,EPPING,652000.0,h,3/09/2017,4,1.0,5.0,548.0,69.0,-37.65256,145.04093,20005,952.77,45.22222222222222,0,2006.6666666666667,7754.333333333333,1051.3333333333333
ID504583923,126 Albert St,PRESTON,600000.0,h,12/06/2016,3,1.0,3.0,503.0,69.0,-37.739,145.0238,20012,2049.5,28.3,0,923.3333333333334,7218.333333333333,438.0
ID784485350,488 Middleborough Rd,BLACKBURN,1020000.0,h,22/07/2017,3,1.0,4.0,624.0,29.0,-37.81112,145.14043,19897,1075.62,30.818181818181817,0,2524.3333333333335,12864.666666666666,738.6666666666666
ID808039426,188 Rachelle Rd,KEILOR EAST,835000.0,h,8/04/2017,3,2.0,2.0,700.0,39.0,-37.7322,144.8722,20036,4604.31,27.0,0,591.6666666666666,1189.6666666666667,177.33333333333334
ID126907785,1/37 Hampton Pde,WEST FOOTSCRAY,723000.0,h,10/09/2016,3,1.0,2.0,302.0,81.0,-37.8066,144.8666,20022,878.98,21.4,0,366.3333333333333,982.6666666666666,187.33333333333334
ID448109695,36 Aberfeldie St,MOONEE PONDS,1850000.0,h,3/06/2017,3,2.0,2.0,596.0,69.0,-37.76086,144.90497,20037,1125.89,24.0,0,313.3333333333333,545.3333333333334,65.66666666666667
ID786840880,16/43 Arndt Rd,PASCOE VALE,541000.0,u,29/07/2017,2,1.0,1.0,133.0,69.0,-37.72136,144.92932,20033,784.84,34.0,0,705.3333333333334,5479.666666666667,335.0
ID906444533,2/43 Kangaroo Rd,MURRUMBEENA,825000.0,u,8/10/2016,2,1.0,1.0,0.0,44.0,-37.898,145.0734,19918,508.85,27.35483870967742,0,366.3333333333333,982.6666666666666,187.33333333333334
ID253736396,33 Baxter Av,CHELSEA,875000.0,h,16/09/2017,3,1.0,3.0,534.0,49.0,-38.04666,145.12354,19860,882.93,56.15384615384615,0,5.0,73.0,1.0
ID565807745,12/228 The Avenue,PARKVILLE,500000.0,u,27/11/2016,1,1.0,1.0,2431.0,129.0,-37.7821,144.9576,19970,476.99,22.333333333333332,0,184.0,440.6666666666667,48.666666666666664
ID434302906,2 Harry St,HAMPTON EAST,1195000.0,h,27/11/2016,3,1.0,2.0,601.0,12.0,-37.9386,145.0317,19937,647.41,38.266666666666666,0,1570.3333333333333,10887.333333333334,1240.6666666666667
ID985646675,107A Charles St,PRAHRAN,1420000.0,t,17/06/2017,3,2.0,2.0,187.0,4.0,-37.84714,144.98927,19958,269.8,13.5,0,705.3333333333334,5479.666666666667,335.0
ID917954022,11 Leura Ct,GLADSTONE PARK,627000.0,h,22/07/2017,3,1.0,2.0,573.0,59.0,-37.69148,144.89873,20031,1561.85,38.0,0,663.0,4010.0,377.0
ID459218106,31 Smart St,HAWTHORN,1800000.0,h,13/05/2017,2,1.0,0.0,221.0,119.0,-37.8163,145.0251,19905,644.88,13.952380952380953,0,1173.6666666666667,8523.666666666666,974.6666666666666
ID758152605,2/11 Elizabeth St,BULLEEN,950000.0,t,27/05/2017,4,2.0,2.0,189.0,8.0,-37.76048,145.08476000000005,19935,2152.4,29.823529411764707,0,941.3333333333334,5813.0,575.6666666666666
ID658147215,190 Gore St,FITZROY,1440000.0,h,17/09/2016,2,1.0,0.0,95.0,129.0,-37.8032,144.9825,19976,1000.39,12.235294117647058,0,444.3333333333333,2256.0,119.66666666666667
ID400749718,5/143 Canterbury Rd,MIDDLE PARK,400000.0,u,8/10/2016,1,1.0,1.0,0.0,89.0,-37.8522,144.9678,19958,1961.85,13.5,0,389.3333333333333,708.6666666666666,87.66666666666667
ID999499147,73a Victoria St,WILLIAMSTOWN,2075000.0,h,6/05/2017,4,3.0,2.0,324.0,10.0,-37.8622,144.8884,19993,544.91,20.857142857142858,0,1064.6666666666667,4200.666666666667,432.6666666666667
ID519371646,1/12 Grenville St,HAMPTON,860000.0,u,29/04/2017,2,1.0,1.0,90.0,57.0,-37.9354,144.9994,19949,339.6,31.5,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID643371003,2 Benston St,CRAIGIEBURN,725000.0,h,3/06/2017,4,2.0,3.0,854.0,69.0,-37.59908,144.93954,40221,451.64,49.0,0,1288.3333333333333,4242.333333333333,480.0
ID872012979,804/2 Claremont St,SOUTH YARRA,460000.0,u,22/07/2017,2,2.0,0.0,0.0,5.0,-37.83863,144.99379,19959,128.86,12.571428571428571,0,1245.0,3886.0,447.6666666666667
ID170313767,21 Sackville St,MONTMORENCY,940000.0,h,16/09/2017,4,2.0,2.0,870.0,69.0,-37.7264,145.12749,19986,1343.32,43.9,0,1471.0,7759.666666666667,779.6666666666666
ID249052742,452 Dandenong Rd,CAULFIELD NORTH,1750000.0,h,3/09/2016,3,2.0,2.0,692.0,64.0,-37.8629,145.019,19945,718.3,19.214285714285715,0,2103.0,8525.0,661.3333333333334
ID667536403,11A Murray St,MOONEE PONDS,1100000.0,h,13/05/2017,3,2.0,1.0,169.0,109.0,-37.7595,144.9255,20038,888.02,22.0,0,313.3333333333333,545.3333333333334,65.66666666666667
ID797556231,310/330 Lygon St,BRUNSWICK EAST,445000.0,u,27/06/2016,2,1.0,1.0,0.0,119.0,-37.7685,144.9724,19968,1130.86,25.333333333333332,0,1034.6666666666667,2190.6666666666665,217.33333333333334
ID977940146,2/222 Milleara Rd,KEILOR EAST,470000.0,u,14/05/2016,3,1.0,1.0,254.0,49.0,-37.74800000000001,144.863,20004,4717.38,26.375,0,771.3333333333334,1545.3333333333333,210.33333333333334
ID233291854,1 Flinders St,KEILOR PARK,821000.0,h,26/08/2017,3,1.0,2.0,581.0,44.0,-37.72282,144.85681,20002,5566.79,31.375,0,1021.6666666666666,5132.0,325.0
ID659338803,165 Osborne St,WILLIAMSTOWN,1630000.0,h,29/04/2017,4,2.0,2.0,260.0,13.0,-37.8657,144.8942,19992,192.87,21.857142857142858,0,1064.6666666666667,4200.666666666667,432.6666666666667
ID295724134,9 Barnet St,HIGHETT,1460000.0,h,22/07/2017,3,2.0,2.0,725.0,69.0,-37.95008,145.03203,19872,883.34,40.166666666666664,0,2837.0,9343.666666666666,1212.6666666666667
ID339683283,42 McCracken St,KENSINGTON,1365000.0,h,22/08/2016,4,2.0,1.0,242.0,16.0,-37.7913,144.9275,20041,383.42,17.0,0,369.3333333333333,971.0,95.33333333333333
ID798383302,22 Cootamundra Cr,BLACKBURN,1350000.0,h,15/07/2017,3,2.0,1.0,601.0,39.0,-37.81224,145.15594,19898,1015.61,30.307692307692307,0,2524.3333333333335,12864.666666666666,738.6666666666666
ID642479281,7 Molesworth St,KEW,3160000.0,h,13/05/2017,5,5.0,2.0,811.0,7.0,-37.8013,145.028,19905,2328.52,13.952380952380953,0,288.0,712.0,75.66666666666667
ID304036498,2206/60 Market St,MELBOURNE,450000.0,u,12/11/2016,1,1.0,0.0,0.0,59.0,-37.8178,144.9607,19854,553.73,3.1806451612903226,0,389.3333333333333,708.6666666666666,87.66666666666667
ID917293844,38 Caroline Dr,TEMPLESTOWE LOWER,1350000.0,h,12/08/2017,3,2.0,3.0,725.0,24.0,-37.76616,145.11207,19935,4633.77,29.823529411764707,0,2532.3333333333335,5455.0,713.0
ID630494356,38 Daisy St,HEATHMONT,1040000.0,h,12/08/2017,3,1.0,1.0,756.0,58.0,-37.82909,145.233,19871,1019.58,41.083333333333336,0,512.0,1119.6666666666667,175.66666666666666
ID972647839,2 Day St,SUNSHINE WEST,695000.0,h,29/07/2017,3,1.0,0.0,694.0,69.0,-37.78871,144.81368999999995,20020,1191.1,21.333333333333332,1,2532.3333333333335,5455.0,713.0
ID983247908,181 Rae St,FITZROY NORTH,937500.0,h,23/04/2016,2,1.0,0.0,100.0,129.0,-37.788,144.9791,20019,1286.07,18.3,0,2649.0,12095.333333333334,939.0
ID817780680,1/276 Grange Rd,ORMOND,790000.0,h,24/06/2017,2,1.0,2.0,253.0,59.0,-37.90173,145.04466000000005,19941,472.96,32.15384615384615,0,298.0,735.0,154.0
ID151658036,1B Hepburn St,HAWTHORN,1780000.0,h,18/03/2017,3,3.0,2.0,88.0,8.0,-37.824,145.0427,19903,328.94,17.904761904761905,0,1173.6666666666667,8523.666666666666,974.6666666666666
ID804693017,24 Oxford St,WEST FOOTSCRAY,675000.0,h,19/08/2017,3,1.0,1.0,160.0,83.0,-37.79219000000001,144.87575,20023,1362.27,19.4,0,298.0,735.0,154.0
ID386556568,7 Neville St,KEILOR EAST,970000.0,h,10/12/2016,4,2.0,4.0,659.0,69.0,-37.7467,144.8683,20037,4341.29,24.0,0,771.3333333333334,1545.3333333333333,210.33333333333334
ID893619295,1/100 Balwyn Rd,BALWYN,460000.0,u,27/05/2017,2,1.0,1.0,0.0,59.0,-37.81172,145.08175,19893,1421.73,23.76923076923077,0,959.0,4476.666666666667,324.0
ID371373079,29 Essex Rd,SURREY HILLS,1810000.0,h,16/09/2017,4,3.0,2.0,349.0,22.0,-37.82832,145.09242,19894,557.05,25.76923076923077,0,2532.3333333333335,5455.0,713.0
ID319486951,20 Ward St,ASHBURTON,2405000.0,h,3/06/2017,4,2.0,2.0,604.0,89.0,-37.86513,145.07918999999995,19847,357.5,31.666666666666668,0,1672.6666666666667,10063.666666666666,646.3333333333334
ID180850845,317/99 Dow St,PORT MELBOURNE,520000.0,u,8/04/2017,2,1.0,1.0,2166.0,7.0,-37.8415,144.9412,20043,2764.3,0.0,0,705.3333333333334,5479.666666666667,335.0
ID352456714,139 Christmas St,FAIRFIELD,750000.0,h,18/06/2016,3,2.0,1.0,170.0,49.0,-37.7674,145.0209,19930,1356.67,22.0,0,444.3333333333333,2256.0,119.66666666666667
ID933589520,32 Carnarvon Rd,STRATHMORE,1140000.0,h,8/07/2017,4,2.0,2.0,0.0,14.0,-37.73831,144.91114,20036,1313.57,27.0,0,1412.0,6364.0,699.3333333333334
ID849864945,503/6 Lord St,RICHMOND,1040000.0,u,10/09/2016,2,2.0,2.0,0.0,6.0,-37.8198,145.005,19906,892.58,11.904761904761905,1,1118.3333333333333,2578.6666666666665,260.3333333333333
ID141723913,22 Pitt St,OAKLEIGH SOUTH,1068000.0,h,27/11/2016,3,2.0,2.0,609.0,49.0,-37.9213,145.0854,19916,1878.74,31.35483870967742,0,184.0,440.6666666666667,48.666666666666664
ID474623670,11 Leafield St,WATSONIA,1171000.0,h,16/07/2016,4,3.0,2.0,670.0,9.0,-37.7122,145.0765,19984,656.99,37.666666666666664,0,822.0,3721.0,279.6666666666667
ID942473989,55 McKinnon Rd,MCKINNON,1830000.0,h,26/08/2017,4,2.0,1.0,567.0,90.0,-37.90998,145.03082,19940,657.87,33.15384615384615,0,512.0,1119.6666666666667,175.66666666666666
ID994364543,45 Parry Rd,ELTHAM NORTH,895000.0,h,27/05/2017,4,3.0,2.0,792.0,24.0,-37.68966,145.14649,19988,2106.72,52.0,0,318.3333333333333,497.0,140.66666666666666
ID993590174,1/5 The Terrace,ARMADALE,852000.0,u,22/04/2017,2,1.0,1.0,869.0,39.0,-37.8603,145.0224,19945,506.42,19.214285714285715,0,2494.6666666666665,11307.0,1410.0
ID529014361,29 Bennett St,RICHMOND,1088000.0,h,16/04/2016,3,3.0,2.0,168.0,104.0,-37.8126,145.0064,19977,1246.73,10.125,0,1118.3333333333333,2578.6666666666665,260.3333333333333
ID176745391,53 Moonya Rd,CARNEGIE,1423000.0,h,19/11/2016,4,3.0,4.0,838.0,54.0,-37.8972,145.0617,19919,925.2,25.375,0,5028.333333333333,25718.666666666668,2668.0
ID673862861,1 Hazel Gr,PASCOE VALE,1663000.0,h,1/07/2017,3,1.0,2.0,956.0,59.0,-37.73103,144.93963,20034,1007.14,31.0,0,705.3333333333334,5479.666666666667,335.0
ID443847691,273 Glenlyon Rd,FITZROY NORTH,1222500.0,h,19/11/2016,2,1.0,2.0,487.0,79.0,-37.7737,144.9822,20017,1054.26,19.3,0,2649.0,12095.333333333334,939.0
ID136105528,23 Gardner St,RICHMOND,1012000.0,t,27/06/2016,3,2.0,1.0,80.0,59.0,-37.8155,145.0061,19978,1292.17,9.125,0,1118.3333333333333,2578.6666666666665,260.3333333333333
ID744713392,93 The Fairway,KINGSBURY,607500.0,h,28/08/2016,3,2.0,1.0,468.0,49.0,-37.7125,145.0306,20009,1926.09,35.2,0,118.33333333333333,331.6666666666667,50.333333333333336
ID862173075,4/43 St Vigeons Rd,RESERVOIR,365000.0,u,24/06/2017,1,1.0,1.0,113.0,69.0,-37.70717,145.02643,20009,1491.72,35.2,0,885.0,1901.0,227.66666666666666
ID608566778,4 Ardene Ct,HAWTHORN,3950000.0,h,16/04/2016,5,2.0,3.0,1236.0,129.0,-37.8257,145.0321,19904,606.3,15.666666666666666,0,1570.3333333333333,10887.333333333334,1240.6666666666667
ID343481600,4/30 Finlayson St,MALVERN,338000.0,u,8/07/2017,1,1.0,1.0,0.0,49.0,-37.87012,145.03545,19944,691.32,20.8,0,717.3333333333334,1763.0,318.6666666666667
ID772710779,3 Carthew Gr,PRESTON,1075000.0,h,13/05/2017,4,1.0,2.0,521.0,84.0,-37.7506,144.99,20014,902.62,25.3,0,705.3333333333334,5479.666666666667,335.0
ID877572845,28 Ray St,DANDENONG,583000.0,h,15/07/2017,4,1.0,2.0,757.0,49.0,-37.97369000000001,145.19714,19889,703.18,46.0,0,1083.6666666666667,3612.6666666666665,368.3333333333333
ID552697301,52 Suffolk Rd,SURREY HILLS,1750000.0,h,18/03/2017,4,2.0,3.0,817.0,44.0,-37.8312,145.0928,19894,850.48,25.76923076923077,0,2532.3333333333335,5455.0,713.0
ID194208500,1/256 Mason St,ALTONA NORTH,640000.0,t,11/03/2017,2,1.0,1.0,252.0,54.0,-37.8397,144.8602,19994,2084.3,16.310344827586206,0,2494.6666666666665,11307.0,1410.0
ID765087050,5 Ballarat Rd,MAIDSTONE,640000.0,h,20/05/2017,2,1.0,2.0,206.0,79.0,-37.7887,144.8828,20023,1476.03,19.4,0,717.3333333333334,1763.0,318.6666666666667
ID757280340,2/6 Kemp St,THORNBURY,517500.0,u,3/12/2016,1,1.0,0.0,0.0,109.0,-37.762,144.996,20015,251.67,23.3,0,3304.6666666666665,7186.666666666667,857.0
ID788174830,5 Margaret St,MOORABBIN,981000.0,h,22/05/2016,3,1.0,2.0,601.0,69.0,-37.9361,145.0456,19937,801.96,38.266666666666666,0,101.0,365.3333333333333,28.333333333333332
ID940882619,159 Ashburn Gr,ASHBURTON,1320000.0,h,28/08/2016,3,1.0,2.0,1063.0,79.0,-37.8752,145.0754,19847,852.24,31.666666666666668,0,2184.3333333333335,12675.333333333334,826.6666666666666
ID881644235,2/6 Spurling St,MAIDSTONE,838000.0,t,29/04/2017,4,2.0,2.0,294.0,6.0,-37.7844,144.8758,20022,2002.92,21.4,0,717.3333333333334,1763.0,318.6666666666667
ID635372448,14 Chalmers La,NEWPORT,900000.0,h,3/12/2016,3,2.0,2.0,194.0,9.0,-37.8395,144.8787,19994,560.2,16.310344827586206,0,101.0,365.3333333333333,28.333333333333332
ID950433969,25 Yuruga Bvd,POINT COOK,801000.0,h,29/07/2017,4,2.0,2.0,628.0,8.0,-37.90622000000001,144.74946,46468,4050.77,28.133333333333333,0,1609.3333333333333,6840.666666666667,525.6666666666666
ID827087236,24 Mater St,COLLINGWOOD,1025000.0,h,3/06/2017,2,2.0,1.0,108.0,14.0,-37.79531,144.9863,19975,835.2,13.235294117647058,0,1097.6666666666667,5916.0,553.3333333333334
ID299509577,160 New St,BRIGHTON,1601000.0,h,17/09/2016,2,1.0,1.0,380.0,61.0,-37.9166,144.9926,19951,363.52,26.5,0,3787.3333333333335,14549.666666666666,1179.6666666666667
ID898957799,11 Garnet St,BRUNSWICK,1440000.0,h,29/04/2017,3,1.0,1.0,408.0,59.0,-37.7587,144.9529,19967,741.18,27.333333333333332,0,941.3333333333334,5813.0,575.6666666666666
ID806017103,25 High St,WATSONIA,895000.0,h,29/04/2017,3,1.0,2.0,775.0,69.0,-37.7075,145.0807,19984,471.58,37.666666666666664,0,647.0,2861.3333333333335,222.66666666666666
ID925322038,17 Hampshire Rd,SUNSHINE,702000.0,h,10/09/2016,3,1.0,1.0,542.0,69.0,-37.7949,144.8303,20021,743.81,24.555555555555557,0,1862.3333333333333,8393.666666666666,831.3333333333334
ID669057931,1/62 Tudor St,BENTLEIGH EAST,810000.0,h,20/05/2017,3,1.0,1.0,294.0,69.0,-37.919,145.0803,19916,2131.74,31.35483870967742,0,959.0,4476.666666666667,324.0
ID733984775,41 McKinnon Rd,MCKINNON,1200000.0,h,12/08/2017,2,1.0,2.0,397.0,79.0,-37.90978,145.02937,19940,786.41,33.15384615384615,0,512.0,1119.6666666666667,175.66666666666666
ID761266960,67/337 Station St,THORNBURY,510000.0,u,27/06/2016,2,1.0,1.0,0.0,49.0,-37.7634,145.02100000000004,19930,1792.2,22.0,1,3304.6666666666665,7186.666666666667,857.0
ID287882606,73 The Avenue,SPOTSWOOD,1040000.0,h,3/09/2016,3,1.0,3.0,690.0,69.0,-37.8272,144.8789,19995,727.3,14.333333333333334,0,1568.6666666666667,4937.333333333333,608.0
ID234937413,52a Trevelyan St,ELSTERNWICK,930000.0,u,4/06/2016,2,1.0,1.0,295.0,109.0,-37.8904,145.013,19953,1045.44,23.5,0,2176.3333333333335,12155.666666666666,675.3333333333334
ID533407633,5A Elizabeth St,MENTONE,1010000.0,t,27/05/2017,3,1.0,2.0,309.0,34.0,-37.98009,145.06118,19865,401.71,44.6875,0,50.333333333333336,68.0,12.0
ID497103727,2/13 North St,AIRPORT WEST,510000.0,u,22/08/2016,2,1.0,1.0,141.0,44.0,-37.7202,144.8797,20033,3690.82,34.0,0,1610.0,6938.0,482.6666666666667
ID485333796,603/29 Nicholson St,BRUNSWICK EAST,615000.0,u,29/07/2017,2,1.0,1.0,0.0,11.0,-37.77887,144.97797,20017,1324.88,19.3,1,817.6666666666666,1779.6666666666667,181.0
ID490698186,220/99 Dow St,PORT MELBOURNE,625000.0,u,18/06/2016,2,2.0,1.0,2166.0,109.0,-37.8415,144.9412,20043,2764.3,0.0,0,923.3333333333334,7218.333333333333,438.0
